user_id,ll_joint,ll_pers,test_purchases,delta_ll
14661,-5.551222548731453,-5.174189674147462,1.0,-0.3770328745839917
14786,-4.445843853890201,-5.113980721041136,1.0,0.6681368671509347
14792,-22.255613727714742,-25.14731232516505,8.0,2.8916985974503078
14816,-22.092470180286487,-25.583737417921366,7.0,3.4912672376348795
14823,-21.629313706507517,-22.65930637251522,7.0,1.0299926660077041
14910,-57.31121101422714,-56.368509842921384,11.0,-0.9427011713057567
14916,-39.07381375949996,-38.89686895681565,13.0,-0.1769448026843108
14937,-5.205327509668962,-5.056976328720807,1.0,-0.14835118094815503
15111,-26.07587827098616,-27.11197517732222,8.0,1.0360969063360592
15197,-11.55127786799019,-11.84122529430802,3.0,0.28994742631782877
15360,-15.713204280657052,-14.251328793596155,4.0,-1.4618754870608974
15370,-56.73474165805101,-54.52164132582717,22.0,-2.2131003322238385
15391,-6.9056629563595875,-5.530732784215204,1.0,-1.3749301721443832
15508,-25.58994260407419,-32.859894355605036,6.0,7.269951751530847
15517,-28.511262509202005,-34.11608048304262,8.0,5.604817973840618
15553,-12.162070836103261,-11.907047276765267,3.0,-0.25502355933799414
15580,-28.744935187678575,-29.34554254944216,11.0,0.6006073617635863
15613,-9.821602328614432,-9.721968357886805,2.0,-0.09963397072762703
15625,-70.49431609848607,-74.69861385810773,31.0,4.204297759621667
15662,-11.837017372988276,-12.431380621022631,2.0,0.5943632480343553
15671,-14.011023262866516,-14.436898023357028,3.0,0.42587476049051176
15803,-31.808927438067613,-30.98932453436487,11.0,-0.8196029037027444
15954,-56.20919668726967,-58.12537937465761,22.0,1.9161826873879448
16051,-63.05199276291988,-59.43916712456497,25.0,-3.612825638354913
16082,-1.0550959615416977,-1.4813409710145136,0.0,0.42624500947281585
16306,-0.7648646809602756,-0.8863616841608835,0.0,0.12149700320060786
16355,-4.635669563466603,-5.133080292239298,1.0,0.497410728772695
16360,-2.5461274008531993,-2.9999202620151957,0.0,0.45379286116199635
16387,-8.574063643270556,-8.775466025940224,1.0,0.20140238266966826
16483,-6.220532107534482,-6.978902668331797,1.0,0.7583705607973146
16492,-18.76798705992692,-10.11552719617462,2.0,-8.6524598637523
16612,-11.511908914580038,-11.579178197462957,3.0,0.06726928288291845
16907,-11.623788567533845,-10.16899842201474,2.0,-1.4547901455191052
16982,-5.550453222424316,-5.372125809819854,1.0,-0.17832741260446205
17104,-12.486101854707954,-12.709337410008105,3.0,0.2232355553001515
17189,-20.444620237991035,-23.650230479961596,4.0,3.205610241970561
17225,-4.615152564247483,-5.0042138182440565,1.0,0.3890612539965739
17237,-110.69691962969159,-99.7374829355563,39.0,-10.959436694135292
17415,-13.027424353617867,-12.844174445926582,3.0,-0.18324990769128569
17601,-12.129003784796291,-12.53740789796954,3.0,0.40840411317324943
17775,-11.611881816496972,-12.393591135488546,3.0,0.7817093189915738
17838,-1.971562585629067,-2.3924885456149223,0.0,0.42092595998585525
17863,-9.000089043211974,-8.740436560727746,2.0,-0.2596524824842277
17920,-23.762160782226605,-23.40393327332484,2.0,-0.35822750890176636
17932,-8.188669435348343,-7.9875274753965595,1.0,-0.20114195995178363
17991,-21.77546070315853,-21.71605077828469,7.0,-0.059409924873840225
18119,-43.90673026275482,-42.350096079065075,13.0,-1.556634183689745
18187,-15.920988981699482,-15.309123321932631,4.0,-0.6118656597668508
18267,-11.333720173346682,-10.541363552401569,2.0,-0.7923566209451138
18268,-24.910687733827352,-25.601173281427954,8.0,0.690485547600602
18345,-19.355506357534082,-18.833985930531576,5.0,-0.5215204270025069
18402,-13.349824818619274,-12.337376985854991,3.0,-1.0124478327642823
18519,-13.46204697912738,-12.232208060013074,3.0,-1.2298389191143055
18566,-11.976249144910575,-11.681267254360417,3.0,-0.294981890550158
18853,-50.866545782960245,-52.562176581930046,18.0,1.6956307989698018
18929,-4.171060493572607,-4.2147836948157416,0.0,0.04372320124313411
18945,-40.13489218014383,-41.20483326338436,12.0,1.0699410832405292
19029,-29.754591654968173,-29.047306673680204,7.0,-0.7072849812879696
19200,-32.6861131438436,-31.874611055807897,11.0,-0.8115020880357022
19260,-4.7111212780232945,-5.010196454677137,1.0,0.29907517665384287
19277,-15.768461561268005,-14.994362296504672,4.0,-0.7740992647633327
19293,-30.59687349162544,-30.641397287664116,12.0,0.044523796038674845
